No	TMNo	EnNo	Name GMNo	Mode	DateTime
582	1	33	 1	0	2018/10/19 08:58:50
583	1	43	 1	0	2018/10/19 09:03:49
584	1	29	 1	0	2018/10/19 09:04:22
585	1	36	 1	0	2018/10/19 09:06:31
586	1	24	 1	0	2018/10/19 09:06:36
587	1	40	 1	0	2018/10/19 09:12:18
588	1	37	 1	0	2018/10/19 09:20:53
589	1	9	 1	0	2018/10/19 11:22:55
590	1	7	 1	0	2018/10/19 12:15:08
591	1	40	 1	0	2018/10/19 14:31:26
592	1	37	 1	0	2018/10/19 15:56:54
593	1	2	 1	0	2018/10/19 16:05:02
594	1	20	 1	0	2018/10/19 16:18:58
595	1	15	 1	0	2018/10/19 16:36:05
596	1	17	 1	0	2018/10/19 16:40:31
597	1	26	 1	0	2018/10/19 16:40:47
598	1	21	 1	0	2018/10/19 16:51:50
599	1	53	 1	0	2018/10/19 16:55:02
600	1	2	 1	0	2018/10/19 16:56:53
601	1	33	 1	0	2018/10/19 16:59:01
602	1	43	 1	0	2018/10/19 17:01:50
603	1	55	 1	0	2018/10/19 17:08:17
604	1	30	 1	0	2018/10/19 17:17:44
605	1	14	 1	0	2018/10/19 17:18:13
606	1	51	 1	0	2018/10/19 17:21:05
607	1	38	 1	0	2018/10/19 17:30:01
608	1	23	 1	0	2018/10/19 17:35:53
609	1	18	 1	0	2018/10/19 17:39:12
610	1	29	 1	0	2018/10/19 17:44:59
611	1	35	 1	0	2018/10/19 17:48:03
612	1	39	 1	0	2018/10/19 17:48:15
613	1	6	 1	0	2018/10/19 17:57:28
614	1	2	 1	0	2018/10/19 18:01:13
615	1	49	 1	0	2018/10/19 18:02:45
616	1	9	 1	0	2018/10/19 18:03:05
617	1	12	 1	0	2018/10/19 18:18:43
618	1	6	 1	0	2018/10/22 07:22:45
619	1	7	 1	0	2018/10/22 07:28:39
620	1	38	 1	0	2018/10/22 07:34:31
621	1	30	 1	0	2018/10/22 07:35:31
622	1	35	 1	0	2018/10/22 07:40:50
623	1	39	 1	0	2018/10/22 07:40:52
624	1	2	 1	0	2018/10/22 07:42:11
625	1	23	 1	0	2018/10/22 07:44:40
626	1	12	 1	0	2018/10/22 07:52:15
627	1	17	 1	0	2018/10/22 08:03:08
628	1	22	 1	0	2018/10/22 08:06:03
629	1	18	 1	0	2018/10/22 08:08:12
630	1	49	 1	0	2018/10/22 08:08:49
631	1	51	 1	0	2018/10/22 08:09:44
632	1	55	 1	0	2018/10/22 08:10:21
633	1	22	 1	0	2018/10/22 08:12:08
634	1	20	 1	0	2018/10/22 08:25:29
635	1	27	 1	0	2018/10/22 08:30:39
636	1	41	 1	0	2018/10/22 08:36:00
637	1	14	 1	0	2018/10/22 08:36:35
638	1	31	 1	0	2018/10/22 08:37:14
639	1	34	 1	0	2018/10/22 08:43:52
640	1	43	 1	0	2018/10/22 08:46:10
641	1	13	 1	0	2018/10/22 08:48:37
642	1	52	 1	0	2018/10/22 08:50:54
643	1	21	 1	0	2018/10/22 08:51:49
644	1	25	 1	0	2018/10/22 08:53:58
645	1	16	 1	0	2018/10/22 08:55:03
646	1	33	 1	0	2018/10/22 08:55:20
647	1	26	 1	0	2018/10/22 08:56:42
648	1	24	 1	0	2018/10/22 09:10:57
649	1	36	 1	0	2018/10/22 09:11:29
650	1	29	 1	0	2018/10/22 09:12:24
651	1	37	 1	0	2018/10/22 09:13:26
652	1	15	 1	0	2018/10/22 09:14:56
653	1	53	 1	0	2018/10/22 09:23:36
654	1	10	 1	0	2018/10/22 09:50:41
655	1	9	 1	0	2018/10/22 10:21:44
656	1	7	 1	0	2018/10/22 12:05:22
657	1	10	 1	0	2018/10/22 13:04:26
658	1	38	 1	0	2018/10/22 13:34:35
659	1	4	 1	0	2018/10/22 14:16:51
660	1	17	 1	0	2018/10/22 15:57:20
661	1	31	 1	0	2018/10/22 16:22:15
662	1	37	 1	0	2018/10/22 16:23:54
663	1	43	 1	0	2018/10/22 16:25:52
664	1	18	 1	0	2018/10/22 16:27:12
665	1	20	 1	0	2018/10/22 16:32:58
666	1	26	 1	0	2018/10/22 16:36:39
667	1	4	 1	0	2018/10/22 16:37:33
668	1	16	 1	0	2018/10/22 16:42:57
669	1	21	 1	0	2018/10/22 16:46:32
670	1	15	 1	0	2018/10/22 16:47:08
671	1	53	 1	0	2018/10/22 16:50:28
672	1	33	 1	0	2018/10/22 16:56:09
673	1	55	 1	0	2018/10/22 17:06:25
674	1	19	 1	0	2018/10/22 17:07:35
675	1	41	 1	0	2018/10/22 17:09:38
676	1	34	 1	0	2018/10/22 17:15:06
677	1	29	 1	0	2018/10/22 17:15:20
678	1	22	 1	0	2018/10/22 17:16:50
679	1	30	 1	0	2018/10/22 17:20:15
680	1	23	 1	0	2018/10/22 17:24:09
681	1	49	 1	0	2018/10/22 17:36:46
682	1	39	 1	0	2018/10/22 17:44:58
683	1	51	 1	0	2018/10/22 17:45:25
684	1	6	 1	0	2018/10/22 17:45:40
685	1	2	 1	0	2018/10/22 17:47:27
686	1	12	 1	0	2018/10/22 17:53:15
687	1	9	 1	0	2018/10/22 17:53:36
688	1	35	 1	0	2018/10/22 18:00:36
689	1	7	 1	0	2018/10/23 07:20:27
690	1	6	 1	0	2018/10/23 07:32:02
691	1	2	 1	0	2018/10/23 07:35:36
692	1	38	 1	0	2018/10/23 07:35:57
693	1	35	 1	0	2018/10/23 07:38:31
694	1	23	 1	0	2018/10/23 07:42:30
695	1	39	 1	0	2018/10/23 07:44:49
696	1	22	 1	0	2018/10/23 07:47:46
697	1	17	 1	0	2018/10/23 08:00:44
698	1	4	 1	0	2018/10/23 08:01:25
699	1	55	 1	0	2018/10/23 08:06:08
700	1	12	 1	0	2018/10/23 08:07:06
701	1	20	 1	0	2018/10/23 08:08:11
702	1	49	 1	0	2018/10/23 08:08:13
703	1	51	 1	0	2018/10/23 08:11:03
704	1	18	 1	0	2018/10/23 08:16:04
705	1	30	 1	0	2018/10/23 08:17:15
706	1	28	 1	0	2018/10/23 08:18:30
707	1	32	 1	0	2018/10/23 08:19:48
708	1	27	 1	0	2018/10/23 08:25:21
709	1	14	 1	0	2018/10/23 08:26:44
710	1	31	 1	0	2018/10/23 08:29:47
711	1	34	 1	0	2018/10/23 08:30:44
712	1	19	 1	6	2018/10/23 08:32:40
713	1	41	 1	6	2018/10/23 08:33:40
714	1	25	 1	6	2018/10/23 08:52:32
715	1	21	 1	6	2018/10/23 08:54:43
716	1	36	 1	6	2018/10/23 08:55:40
717	1	24	 1	6	2018/10/23 08:57:40
718	1	33	 1	6	2018/10/23 08:59:50
719	1	43	 1	6	2018/10/23 09:01:10
720	1	15	 1	6	2018/10/23 09:02:55
721	1	26	 1	6	2018/10/23 09:03:19
722	1	53	 1	6	2018/10/23 09:05:18
723	1	40	 1	6	2018/10/23 09:06:45
724	1	16	 1	6	2018/10/23 09:08:01
725	1	52	 1	6	2018/10/23 09:09:42
726	1	13	 1	6	2018/10/23 09:09:58
727	1	29	 1	6	2018/10/23 09:15:52
728	1	10	 1	6	2018/10/23 09:54:46
729	1	4	 1	6	2018/10/23 10:05:32
730	1	37	 1	6	2018/10/23 11:07:04
731	1	9	 1	6	2018/10/23 11:26:55
732	1	7	 1	6	2018/10/23 12:16:07
733	1	10	 1	6	2018/10/23 13:11:50
734	1	38	 1	6	2018/10/23 13:32:10
735	1	41	 1	6	2018/10/23 16:05:08
736	1	19	 1	6	2018/10/23 16:05:17
737	1	40	 1	6	2018/10/23 16:14:52
738	1	37	 1	6	2018/10/23 16:18:24
739	1	31	 1	6	2018/10/23 16:24:36
740	1	20	 1	6	2018/10/23 16:25:50
741	1	43	 1	6	2018/10/23 16:28:54
742	1	16	 1	6	2018/10/23 16:36:01
743	1	15	 1	6	2018/10/23 16:45:36
744	1	21	 1	6	2018/10/23 16:47:42
745	1	26	 1	6	2018/10/23 16:48:30
746	1	53	 1	6	2018/10/23 16:50:01
747	1	30	 1	6	2018/10/23 17:01:56
748	1	33	 1	6	2018/10/23 17:04:39
749	1	55	 1	6	2018/10/23 17:05:10
750	1	22	 1	6	2018/10/23 17:17:57
751	1	51	 1	6	2018/10/23 17:23:04
752	1	30	 1	6	2018/10/23 17:23:32
753	1	23	 1	6	2018/10/23 17:26:30
754	1	18	 1	6	2018/10/23 17:27:30
755	1	52	 1	6	2018/10/23 17:27:48
756	1	2	 1	6	2018/10/23 17:29:01
757	1	34	 1	6	2018/10/23 17:42:25
758	1	39	 1	6	2018/10/23 17:45:51
759	1	12	 1	6	2018/10/23 17:51:29
760	1	29	 1	6	2018/10/23 17:55:27
761	1	6	 1	6	2018/10/23 17:57:22
762	1	35	 1	6	2018/10/23 17:57:27
763	1	49	 1	6	2018/10/23 18:00:49
764	1	9	 1	6	2018/10/23 18:00:58
765	1	6	 1	6	2018/10/24 07:21:26
766	1	7	 1	6	2018/10/24 07:21:43
767	1	30	 1	6	2018/10/24 07:35:59
768	1	38	 1	6	2018/10/24 07:36:03
769	1	23	 1	6	2018/10/24 07:40:20
770	1	39	 1	6	2018/10/24 07:44:03
771	1	35	 1	6	2018/10/24 07:44:06
772	1	2	 1	6	2018/10/24 07:46:54
773	1	17	 1	6	2018/10/24 07:51:16
774	1	12	 1	6	2018/10/24 07:56:07
775	1	55	 1	6	2018/10/24 07:58:19
776	1	22	 1	6	2018/10/24 08:01:42
777	1	32	 1	6	2018/10/24 08:04:25
778	1	28	 1	6	2018/10/24 08:05:33
779	1	51	 1	6	2018/10/24 08:08:43
780	1	18	 1	6	2018/10/24 08:09:47
781	1	49	 1	6	2018/10/24 08:15:12
782	1	19	 1	6	2018/10/24 08:24:28
783	1	41	 1	6	2018/10/24 08:25:28
784	1	31	 1	0	2018/10/24 08:28:49
785	1	27	 1	0	2018/10/24 08:33:15
786	1	36	 1	0	2018/10/24 08:34:13
787	1	21	 1	0	2018/10/24 08:36:23
788	1	52	 1	0	2018/10/24 08:38:20
789	1	34	 1	0	2018/10/24 08:39:35
790	1	25	 1	0	2018/10/24 08:40:33
791	1	26	 1	0	2018/10/24 08:42:35
792	1	43	 1	0	2018/10/24 09:00:17
793	1	16	 1	0	2018/10/24 09:02:27
794	1	33	 1	0	2018/10/24 09:07:13
795	1	53	 1	0	2018/10/24 09:10:33
796	1	29	 1	0	2018/10/24 09:11:33
797	1	15	 1	0	2018/10/24 09:13:33
798	1	40	 1	0	2018/10/24 09:14:14
799	1	37	 1	0	2018/10/24 09:30:59
800	1	10	 1	0	2018/10/24 09:52:46
801	1	9	 1	0	2018/10/24 10:35:40
802	1	49	 1	0	2018/10/24 10:55:43
803	1	49	 1	0	2018/10/24 11:43:00
804	1	7	 1	6	2018/10/24 12:13:57
805	1	10	 1	6	2018/10/24 13:03:57
806	1	28	 1	6	2018/10/24 13:11:00
807	1	38	 1	6	2018/10/24 13:54:48
808	1	4	 1	6	2018/10/24 14:16:43
809	1	2	 1	6	2018/10/24 15:53:38
810	1	37	 1	6	2018/10/24 16:00:08
811	1	17	 1	6	2018/10/24 16:06:52
812	1	31	 1	6	2018/10/24 16:24:41
813	1	21	 1	6	2018/10/24 16:34:31
814	1	16	 1	6	2018/10/24 16:34:38
815	1	4	 1	6	2018/10/24 16:39:42
816	1	26	 1	6	2018/10/24 16:41:07
817	1	2	 1	6	2018/10/24 16:42:03
818	1	40	 1	6	2018/10/24 16:44:20
819	1	15	 1	6	2018/10/24 16:46:50
820	1	53	 1	6	2018/10/24 16:49:34
821	1	33	 1	6	2018/10/24 16:56:23
822	1	55	 1	6	2018/10/24 17:06:13
823	1	18	 1	6	2018/10/24 17:17:42
824	1	29	 1	6	2018/10/24 17:18:00
825	1	22	 1	6	2018/10/24 17:18:37
826	1	24	 1	6	2018/10/24 17:19:35
827	1	36	 1	6	2018/10/24 17:20:12
828	1	23	 1	6	2018/10/24 17:28:32
829	1	34	 1	6	2018/10/24 17:38:19
830	1	19	 1	6	2018/10/24 17:39:45
831	1	41	 1	6	2018/10/24 17:40:00
832	1	6	 1	6	2018/10/24 17:46:29
833	1	2	 1	6	2018/10/24 17:47:26
834	1	51	 1	6	2018/10/24 17:48:49
835	1	9	 1	6	2018/10/24 17:52:19
836	1	35	 1	6	2018/10/24 17:57:06
837	1	39	 1	6	2018/10/24 17:57:22
838	1	49	 1	6	2018/10/24 18:00:17
839	1	12	 1	6	2018/10/24 18:18:05
840	1	6	 1	6	2018/10/25 07:22:19
841	1	7	 1	6	2018/10/25 07:23:54
842	1	38	 1	6	2018/10/25 07:32:22
843	1	2	 1	6	2018/10/25 07:39:47
844	1	35	 1	6	2018/10/25 07:41:48
845	1	23	 1	6	2018/10/25 07:43:20
846	1	39	 1	6	2018/10/25 07:49:19
847	1	30	 1	6	2018/10/25 07:53:15
848	1	12	 1	6	2018/10/25 07:54:41
849	1	55	 1	6	2018/10/25 07:55:21
850	1	17	 1	6	2018/10/25 08:00:17
851	1	4	 1	6	2018/10/25 08:02:30
852	1	20	 1	6	2018/10/25 08:03:34
853	1	49	 1	6	2018/10/25 08:04:15
854	1	22	 1	6	2018/10/25 08:06:03
855	1	51	 1	6	2018/10/25 08:08:43
856	1	41	 1	6	2018/10/25 08:20:10
857	1	19	 1	6	2018/10/25 08:22:46
858	1	13	 1	6	2018/10/25 08:24:04
859	1	28	 1	6	2018/10/25 08:31:04
860	1	31	 1	6	2018/10/25 08:31:55
861	1	34	 1	6	2018/10/25 08:32:03
862	1	27	 1	6	2018/10/25 08:34:30
863	1	25	 1	6	2018/10/25 08:38:27
864	1	14	 1	6	2018/10/25 08:52:49
865	1	33	 1	6	2018/10/25 08:56:08
866	1	29	 1	6	2018/10/25 08:57:52
867	1	36	 1	6	2018/10/25 08:58:28
868	1	18	 1	6	2018/10/25 08:59:06
869	1	24	 1	6	2018/10/25 08:59:46
870	1	26	 1	6	2018/10/25 09:02:57
871	1	21	 1	6	2018/10/25 09:06:31
872	1	37	 1	6	2018/10/25 09:13:18
873	1	16	 1	6	2018/10/25 09:13:54
874	1	40	 1	6	2018/10/25 09:15:43
875	1	53	 1	6	2018/10/25 09:31:01
876	1	43	 1	6	2018/10/25 09:33:51
877	1	10	 1	6	2018/10/25 09:49:38
878	1	4	 1	6	2018/10/25 09:59:29
879	1	2	 1	0	2018/10/25 13:06:52
880	1	10	 1	0	2018/10/25 13:26:43
881	1	17	 1	0	2018/10/25 16:02:41
882	1	31	 1	0	2018/10/25 16:17:53
883	1	2	 1	0	2018/10/25 16:22:04
884	1	26	 1	0	2018/10/25 16:34:22
885	1	53	 1	0	2018/10/25 16:41:53
886	1	20	 1	0	2018/10/25 16:43:07
887	1	21	 1	6	2018/10/25 16:47:44
888	1	43	 1	6	2018/10/25 16:50:27
889	1	16	 1	6	2018/10/25 16:51:04
890	1	41	 1	6	2018/10/25 16:58:56
891	1	40	 1	6	2018/10/25 16:59:35
892	1	33	 1	6	2018/10/25 17:02:55
893	1	37	 1	6	2018/10/25 17:04:05
894	1	55	 1	6	2018/10/25 17:04:15
895	1	36	 1	6	2018/10/25 17:04:58
896	1	24	 1	6	2018/10/25 17:05:07
897	1	49	 1	6	2018/10/25 17:11:37
898	1	18	 1	6	2018/10/25 17:12:46
899	1	22	 1	6	2018/10/25 17:19:04
900	1	23	 1	6	2018/10/25 17:26:14
901	1	29	 1	6	2018/10/25 17:26:28
902	1	51	 1	6	2018/10/25 17:31:59
903	1	12	 1	6	2018/10/25 17:49:32
904	1	39	 1	6	2018/10/25 17:54:43
905	1	7	 1	6	2018/10/25 17:55:45
906	1	30	 1	0	2018/10/25 17:56:50
907	1	35	 1	0	2018/10/25 17:58:14
908	1	6	 1	0	2018/10/25 17:58:29
909	1	2	 1	0	2018/10/25 18:00:25
910	1	7	 1	0	2018/10/26 07:16:20
911	1	6	 1	0	2018/10/26 07:21:56
912	1	23	 1	0	2018/10/26 07:43:12
913	1	35	 1	0	2018/10/26 07:44:05
914	1	39	 1	0	2018/10/26 07:46:55
915	1	2	 1	0	2018/10/26 07:49:43
916	1	49	 1	0	2018/10/26 07:59:44
917	1	55	 1	0	2018/10/26 08:01:03
918	1	12	 1	0	2018/10/26 08:03:55
919	1	20	 1	0	2018/10/26 08:08:21
920	1	17	 1	0	2018/10/26 08:08:42
921	1	51	 1	0	2018/10/26 08:11:08
922	1	34	 1	0	2018/10/26 08:12:16
923	1	28	 1	6	2018/10/26 08:19:42
924	1	22	 1	6	2018/10/26 08:20:35
925	1	41	 1	6	2018/10/26 08:25:34
926	1	19	 1	6	2018/10/26 08:26:45
927	1	36	 1	6	2018/10/26 08:26:51
928	1	24	 1	6	2018/10/26 08:27:25
929	1	22	 1	6	2018/10/26 08:27:34
930	1	34	 1	6	2018/10/26 08:27:44
931	1	25	 1	6	2018/10/26 08:29:34
932	1	16	 1	6	2018/10/26 08:34:33
933	1	31	 1	6	2018/10/26 08:34:58
934	1	30	 1	6	2018/10/26 08:42:12
935	1	33	 1	6	2018/10/26 08:47:37
936	1	27	 1	6	2018/10/26 08:48:46
937	1	13	 1	6	2018/10/26 08:51:00
938	1	52	 1	6	2018/10/26 08:51:03
939	1	26	 1	6	2018/10/26 08:55:15
940	1	15	 1	6	2018/10/26 08:59:28
941	1	29	 1	6	2018/10/26 09:02:16
942	1	14	 1	6	2018/10/26 09:02:41
943	1	18	 1	6	2018/10/26 09:06:53
944	1	53	 1	6	2018/10/26 09:08:33
945	1	21	 1	6	2018/10/26 09:10:16
946	1	43	 1	6	2018/10/26 09:21:34
947	1	37	 1	6	2018/10/26 09:46:04
948	1	38	 1	6	2018/10/26 12:14:03
949	1	23	 1	6	2018/10/26 15:46:26
950	1	31	 1	6	2018/10/26 16:12:17
951	1	33	 1	6	2018/10/26 16:17:22
952	1	20	 1	6	2018/10/26 16:21:12
953	1	17	 1	6	2018/10/26 16:28:40
954	1	7	 1	6	2018/10/26 16:32:18
955	1	16	 1	6	2018/10/26 16:33:19
956	1	15	 1	6	2018/10/26 16:47:15
957	1	26	 1	6	2018/10/26 16:47:29
958	1	21	 1	6	2018/10/26 16:51:57
959	1	53	 1	6	2018/10/26 16:55:12
960	1	30	 1	6	2018/10/26 16:58:18
961	1	52	 1	6	2018/10/26 16:59:02
962	1	13	 1	6	2018/10/26 16:59:07
963	1	29	 1	6	2018/10/26 16:59:28
964	1	43	 1	6	2018/10/26 17:01:19
965	1	55	 1	6	2018/10/26 17:02:18
966	1	37	 1	6	2018/10/26 17:08:48
967	1	43	 1	6	2018/10/26 17:10:11
968	1	30	 1	6	2018/10/26 17:11:28
969	1	22	 1	6	2018/10/26 17:18:32
970	1	51	 1	0	2018/10/26 17:21:01
971	1	39	 1	6	2018/10/26 17:22:12
972	1	18	 1	6	2018/10/26 17:28:10
973	1	34	 1	6	2018/10/26 17:40:58
974	1	35	 1	6	2018/10/26 17:59:49
975	1	49	 1	6	2018/10/26 18:02:21
976	1	6	 1	6	2018/10/26 18:08:59
977	1	2	 1	6	2018/10/26 18:17:31
978	1	3	 1	6	2018/10/26 18:21:04
979	1	12	 1	6	2018/10/26 18:21:11
980	1	10	 1	6	2018/10/27 08:21:19
981	1	2	 1	6	2018/10/27 08:26:11
982	1	10	 1	6	2018/10/27 16:31:37
983	1	10	 1	6	2018/10/28 08:36:48
984	1	12	 1	6	2018/10/28 09:05:17
985	1	10	 1	6	2018/10/28 16:13:37
986	1	12	 1	6	2018/10/28 16:32:31
987	1	7	 1	6	2018/10/29 07:25:17
988	1	2	 1	6	2018/10/29 07:34:33
989	1	38	 1	6	2018/10/29 07:34:54
990	1	22	 1	6	2018/10/29 07:41:21
991	1	39	 1	6	2018/10/29 07:46:48
992	1	6	 1	6	2018/10/29 07:49:17
993	1	23	 1	6	2018/10/29 07:53:41
994	1	55	 1	6	2018/10/29 08:02:06
995	1	17	 1	6	2018/10/29 08:03:16
996	1	12	 1	6	2018/10/29 08:05:04
997	1	51	 1	6	2018/10/29 08:11:14
998	1	49	 1	6	2018/10/29 08:14:02
999	1	28	 1	6	2018/10/29 08:14:37
1000	1	20	 1	6	2018/10/29 08:15:31
1001	1	34	 1	6	2018/10/29 08:24:02
1002	1	13	 1	6	2018/10/29 08:25:23
1003	1	52	 1	6	2018/10/29 08:26:50
1004	1	30	 1	6	2018/10/29 08:31:44
1005	1	43	 1	6	2018/10/29 08:32:04
1006	1	27	 1	6	2018/10/29 08:38:44
1007	1	19	 1	6	2018/10/29 08:45:53
1008	1	41	 1	6	2018/10/29 08:46:51
1009	1	14	 1	6	2018/10/29 08:49:23
1010	1	25	 1	6	2018/10/29 08:52:16
1011	1	16	 1	6	2018/10/29 08:57:15
1012	1	36	 1	6	2018/10/29 08:58:22
1013	1	24	 1	6	2018/10/29 08:58:37
1014	1	26	 1	6	2018/10/29 08:59:01
1015	1	53	 1	6	2018/10/29 09:07:16
1016	1	37	 1	6	2018/10/29 09:10:06
1017	1	21	 1	6	2018/10/29 09:10:31
1018	1	15	 1	6	2018/10/29 09:26:22
1019	1	29	 1	6	2018/10/29 09:28:12
1020	1	40	 1	6	2018/10/29 09:37:07
1021	1	18	 1	6	2018/10/29 09:43:23
1022	1	10	 1	6	2018/10/29 09:54:33
1023	1	9	 1	6	2018/10/29 11:23:55
1024	1	7	 1	6	2018/10/29 12:14:03
1025	1	10	 1	6	2018/10/29 13:03:12
1026	1	4	 1	6	2018/10/29 14:16:47
1027	1	38	 1	0	2018/10/29 14:51:39
1028	1	17	 1	0	2018/10/29 15:55:25
1029	1	43	 1	0	2018/10/29 16:10:03
1030	1	20	 1	0	2018/10/29 16:16:19
1031	1	13	 1	0	2018/10/29 16:26:12
1032	1	52	 1	0	2018/10/29 16:26:14
1033	1	26	 1	0	2018/10/29 16:31:43
1034	1	30	 1	0	2018/10/29 16:32:13
1035	1	21	 1	0	2018/10/29 16:46:44
1036	1	55	 1	0	2018/10/29 16:48:56
1037	1	15	 1	0	2018/10/29 16:49:43
1038	1	4	 1	0	2018/10/29 16:50:34
1039	1	16	 1	0	2018/10/29 16:51:32
1040	1	40	 1	0	2018/10/29 16:52:52
1041	1	53	 1	0	2018/10/29 16:55:45
1042	1	18	 1	0	2018/10/29 16:59:53
1043	1	14	 1	0	2018/10/29 17:02:50
1044	1	37	 1	0	2018/10/29 17:11:20
1045	1	19	 1	0	2018/10/29 17:14:29
1046	1	22	 1	0	2018/10/29 17:18:38
1047	1	24	 1	0	2018/10/29 17:29:17
1048	1	36	 1	0	2018/10/29 17:29:30
1049	1	23	 1	0	2018/10/29 17:30:57
1050	1	34	 1	0	2018/10/29 17:33:42
1051	1	35	 1	0	2018/10/29 17:35:21
1052	1	29	 1	0	2018/10/29 17:40:46
1053	1	39	 1	0	2018/10/29 17:49:09
1054	1	36	 1	0	2018/10/29 17:50:03
1055	1	51	 1	0	2018/10/29 18:00:35
1056	1	2	 1	0	2018/10/29 18:01:56
1057	1	6	 1	0	2018/10/29 18:02:50
1058	1	9	 1	0	2018/10/29 18:10:25
1059	1	49	 1	0	2018/10/29 18:11:14
1060	1	12	 1	0	2018/10/29 18:14:12
1061	1	7	 1	0	2018/10/30 07:26:12
1062	1	38	 1	0	2018/10/30 07:28:02
1063	1	2	 1	0	2018/10/30 07:39:44
1064	1	6	 1	0	2018/10/30 07:44:20
1065	1	23	 1	0	2018/10/30 07:45:56
1066	1	39	 1	0	2018/10/30 07:59:01
1067	1	35	 1	0	2018/10/30 08:00:48
1068	1	17	 1	0	2018/10/30 08:03:18
1069	1	4	 1	0	2018/10/30 08:04:30
1070	1	12	 1	0	2018/10/30 08:06:06
1071	1	22	 1	0	2018/10/30 08:09:52
1072	1	51	 1	0	2018/10/30 08:13:10
1073	1	20	 1	0	2018/10/30 08:14:09
1074	1	52	 1	0	2018/10/30 08:15:41
1075	1	13	 1	0	2018/10/30 08:15:43
1076	1	55	 1	0	2018/10/30 08:16:52
1077	1	30	 1	0	2018/10/30 08:17:49
1078	1	18	 1	0	2018/10/30 08:23:07
1079	1	14	 1	0	2018/10/30 08:35:40
1080	1	28	 1	0	2018/10/30 08:37:44
1081	1	36	 1	0	2018/10/30 08:49:32
1082	1	24	 1	6	2018/10/30 08:50:20
1083	1	27	 1	6	2018/10/30 08:54:21
1084	1	21	 1	6	2018/10/30 08:55:15
1085	1	25	 1	6	2018/10/30 08:59:32
1086	1	41	 1	6	2018/10/30 09:03:48
1087	1	33	 1	6	2018/10/30 09:04:42
1088	1	53	 1	6	2018/10/30 09:09:39
1089	1	16	 1	6	2018/10/30 09:11:10
1090	1	26	 1	6	2018/10/30 09:11:37
1091	1	40	 1	6	2018/10/30 09:22:07
1092	1	15	 1	6	2018/10/30 09:26:05
1093	1	37	 1	6	2018/10/30 09:34:37
1094	1	29	 1	6	2018/10/30 09:35:31
1095	1	43	 1	6	2018/10/30 09:49:40
1096	1	10	 1	6	2018/10/30 09:50:45
1097	1	34	 1	6	2018/10/30 09:58:21
1098	1	4	 1	6	2018/10/30 10:08:47
1099	1	9	 1	6	2018/10/30 11:05:03
1100	1	7	 1	6	2018/10/30 12:10:30
1101	1	28	 1	6	2018/10/30 12:41:42
1102	1	10	 1	6	2018/10/30 13:08:00
1103	1	19	 1	6	2018/10/30 16:11:18
1104	1	41	 1	6	2018/10/30 16:11:28
1105	1	20	 1	6	2018/10/30 16:17:28
1106	1	40	 1	6	2018/10/30 16:24:58
1107	1	17	 1	6	2018/10/30 16:26:48
1108	1	38	 1	6	2018/10/30 16:35:08
1109	1	16	 1	6	2018/10/30 16:38:15
1110	1	21	 1	6	2018/10/30 16:38:28
1111	1	37	 1	6	2018/10/30 16:40:24
1112	1	26	 1	6	2018/10/30 16:44:29
1113	1	55	 1	6	2018/10/30 16:45:39
1114	1	15	 1	6	2018/10/30 16:48:24
1115	1	53	 1	6	2018/10/30 16:57:21
1116	1	33	 1	6	2018/10/30 16:58:00
1117	1	52	 1	6	2018/10/30 17:00:31
1118	1	13	 1	6	2018/10/30 17:00:33
1119	1	30	 1	6	2018/10/30 17:07:06
1120	1	34	 1	6	2018/10/30 17:15:17
1121	1	22	 1	6	2018/10/30 17:19:22
1122	1	18	 1	6	2018/10/30 17:21:23
1123	1	23	 1	6	2018/10/30 17:26:33
1124	1	51	 1	6	2018/10/30 17:29:11
1125	1	29	 1	6	2018/10/30 17:31:20
1126	1	35	 1	6	2018/10/30 17:32:43
1127	1	18	 1	6	2018/10/30 17:33:15
1128	1	51	 1	6	2018/10/30 17:38:02
1129	1	2	 1	6	2018/10/30 17:54:41
1130	1	39	 1	6	2018/10/30 17:56:14
1131	1	9	 1	6	2018/10/30 18:03:39
1132	1	12	 1	6	2018/10/30 18:12:10
1133	1	49	 1	6	2018/10/30 18:18:00
1134	1	6	 1	6	2018/10/30 18:22:36
1135	1	7	 1	6	2018/10/31 07:24:38
1136	1	35	 1	6	2018/10/31 07:29:45
1137	1	2	 1	6	2018/10/31 07:42:14
1138	1	39	 1	6	2018/10/31 07:45:33
1139	1	38	 1	6	2018/10/31 07:45:39
1140	1	23	 1	6	2018/10/31 07:48:13
1141	1	6	 1	6	2018/10/31 07:49:14
1142	1	55	 1	6	2018/10/31 07:57:01
1143	1	12	 1	6	2018/10/31 07:58:22
1144	1	17	 1	6	2018/10/31 08:00:59
1145	1	32	 1	6	2018/10/31 08:04:46
1146	1	51	 1	6	2018/10/31 08:09:27
1147	1	28	 1	6	2018/10/31 08:10:07
1148	1	22	 1	6	2018/10/31 08:10:39
1149	1	20	 1	6	2018/10/31 08:12:15
1150	1	49	 1	6	2018/10/31 08:12:56
1151	1	18	 1	6	2018/10/31 08:15:27
1152	1	34	 1	6	2018/10/31 08:20:20
1153	1	29	 1	6	2018/10/31 08:22:34
1154	1	30	 1	6	2018/10/31 08:25:46
1155	1	21	 1	6	2018/10/31 08:28:46
1156	1	52	 1	6	2018/10/31 08:34:10
